Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Lagos,PM2.5 - Principal,2021-06-08 12:00 PM,2021,06,08,12,59.7,153,Unhealthy,56.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 01:00 PM,2021,06,08,13,56.8,152,Unhealthy,51.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 02:00 PM,2021,06,08,14,50.1,137,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 03:00 PM,2021,06,08,15,50.3,137,Unhealthy for Sensitive Groups,50.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 04:00 PM,2021,06,08,16,52.0,142,Unhealthy for Sensitive Groups,54.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 05:00 PM,2021,06,08,17,54.0,147,Unhealthy for Sensitive Groups,56.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 06:00 PM,2021,06,08,18,65.4,156,Unhealthy,79.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 07:00 PM,2021,06,08,19,69.7,158,Unhealthy,74.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 08:00 PM,2021,06,08,20,65.9,156,Unhealthy,61.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 09:00 PM,2021,06,08,21,63.2,155,Unhealthy,60.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 10:00 PM,2021,06,08,22,63.5,155,Unhealthy,63.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-08 11:00 PM,2021,06,08,23,63.7,155,Unhealthy,64.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 12:00 AM,2021,06,09,00,78.5,163,Unhealthy,93.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 01:00 AM,2021,06,09,01,77.1,162,Unhealthy,75.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 02:00 AM,2021,06,09,02,74.5,161,Unhealthy,72.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 03:00 AM,2021,06,09,03,74.9,161,Unhealthy,75.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 04:00 AM,2021,06,09,04,72.5,160,Unhealthy,68.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 05:00 AM,2021,06,09,05,69.1,158,Unhealthy,62.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 06:00 AM,2021,06,09,06,72.2,160,Unhealthy,77.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 07:00 AM,2021,06,09,07,71.3,159,Unhealthy,69.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 08:00 AM,2021,06,09,08,68.1,158,Unhealthy,62.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 09:00 AM,2021,06,09,09,62.1,154,Unhealthy,54.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 10:00 AM,2021,06,09,10,59.5,153,Unhealthy,55.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 11:00 AM,2021,06,09,11,57.3,152,Unhealthy,54.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 12:00 PM,2021,06,09,12,58.2,152,Unhealthy,55.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 01:00 PM,2021,06,09,13,53.0,144,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 02:00 PM,2021,06,09,14,53.1,144,Unhealthy for Sensitive Groups,53.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 03:00 PM,2021,06,09,15,51.8,141,Unhealthy for Sensitive Groups,49.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 04:00 PM,2021,06,09,16,50.7,138,Unhealthy for Sensitive Groups,48.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 05:00 PM,2021,06,09,17,49.2,135,Unhealthy for Sensitive Groups,47.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 06:00 PM,2021,06,09,18,47.8,131,Unhealthy for Sensitive Groups,44.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 07:00 PM,2021,06,09,19,49.5,135,Unhealthy for Sensitive Groups,51.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 08:00 PM,2021,06,09,20,49.9,136,Unhealthy for Sensitive Groups,50.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 09:00 PM,2021,06,09,21,49.5,135,Unhealthy for Sensitive Groups,48.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 10:00 PM,2021,06,09,22,66.7,157,Unhealthy,86.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-09 11:00 PM,2021,06,09,23,72.6,160,Unhealthy,78.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 12:00 AM,2021,06,10,00,68.9,158,Unhealthy,64.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 01:00 AM,2021,06,10,01,69.3,158,Unhealthy,69.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 02:00 AM,2021,06,10,02,62.6,155,Unhealthy,55.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 03:00 AM,2021,06,10,03,57.3,152,Unhealthy,51.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 04:00 AM,2021,06,10,04,53.4,145,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 05:00 AM,2021,06,10,05,52.9,144,Unhealthy for Sensitive Groups,52.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 06:00 AM,2021,06,10,06,64.0,155,Unhealthy,77.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 07:00 AM,2021,06,10,07,69.5,158,Unhealthy,76.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 08:00 AM,2021,06,10,08,71.0,159,Unhealthy,72.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 09:00 AM,2021,06,10,09,71.0,159,Unhealthy,71.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 10:00 AM,2021,06,10,10,68.1,158,Unhealthy,64.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 11:00 AM,2021,06,10,11,68.1,158,Unhealthy,68.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 12:00 PM,2021,06,10,12,61.4,154,Unhealthy,49.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 01:00 PM,2021,06,10,13,57.7,152,Unhealthy,51.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 02:00 PM,2021,06,10,14,55.3,150,Unhealthy for Sensitive Groups,51.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 03:00 PM,2021,06,10,15,53.7,146,Unhealthy for Sensitive Groups,50.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 04:00 PM,2021,06,10,16,53.3,145,Unhealthy for Sensitive Groups,52.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 05:00 PM,2021,06,10,17,51.9,141,Unhealthy for Sensitive Groups,49.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 06:00 PM,2021,06,10,18,49.0,134,Unhealthy for Sensitive Groups,45.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 07:00 PM,2021,06,10,19,50.0,137,Unhealthy for Sensitive Groups,51.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 08:00 PM,2021,06,10,20,51.6,141,Unhealthy for Sensitive Groups,54.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 09:00 PM,2021,06,10,21,52.3,142,Unhealthy for Sensitive Groups,53.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 10:00 PM,2021,06,10,22,51.9,141,Unhealthy for Sensitive Groups,51.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-10 11:00 PM,2021,06,10,23,53.7,146,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 12:00 AM,2021,06,11,00,56.8,152,Unhealthy,63.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 01:00 AM,2021,06,11,01,58.3,152,Unhealthy,61.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 02:00 AM,2021,06,11,02,66.3,157,Unhealthy,75.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 03:00 AM,2021,06,11,03,72.6,160,Unhealthy,80.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 04:00 AM,2021,06,11,04,73.4,160,Unhealthy,74.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 05:00 AM,2021,06,11,05,85.1,166,Unhealthy,95.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 06:00 AM,2021,06,11,06,69.3,158,Unhealthy,52.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 07:00 AM,2021,06,11,07,77.0,162,Unhealthy,85.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 08:00 AM,2021,06,11,08,71.4,159,Unhealthy,64.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 09:00 AM,2021,06,11,09,69.2,158,Unhealthy,66.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 10:00 AM,2021,06,11,10,69.3,158,Unhealthy,69.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 11:00 AM,2021,06,11,11,62.0,154,Unhealthy,53.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 12:00 PM,2021,06,11,12,61.1,154,Unhealthy,60.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 01:00 PM,2021,06,11,13,63.8,155,Unhealthy,67.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 02:00 PM,2021,06,11,14,83.9,166,Unhealthy,104.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 03:00 PM,2021,06,11,15,77.6,162,Unhealthy,71.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 04:00 PM,2021,06,11,16,74.7,161,Unhealthy,71.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 05:00 PM,2021,06,11,17,67.6,157,Unhealthy,60.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 06:00 PM,2021,06,11,18,60.0,153,Unhealthy,52.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 07:00 PM,2021,06,11,19,56.1,151,Unhealthy,52.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 08:00 PM,2021,06,11,20,54.7,148,Unhealthy for Sensitive Groups,53.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 09:00 PM,2021,06,11,21,54.6,148,Unhealthy for Sensitive Groups,54.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 10:00 PM,2021,06,11,22,55.3,150,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-11 11:00 PM,2021,06,11,23,58.2,152,Unhealthy,61.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 12:00 AM,2021,06,12,00,63.3,155,Unhealthy,68.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 01:00 AM,2021,06,12,01,75.8,161,Unhealthy,88.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 02:00 AM,2021,06,12,02,81.0,164,Unhealthy,91.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 03:00 AM,2021,06,12,03,92.1,170,Unhealthy,101.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 04:00 AM,2021,06,12,04,90.4,169,Unhealthy,88.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 05:00 AM,2021,06,12,05,91.2,169,Unhealthy,92.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 06:00 AM,2021,06,12,06,81.9,165,Unhealthy,72.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 07:00 AM,2021,06,12,07,72.3,160,Unhealthy,61.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 08:00 AM,2021,06,12,08,66.0,156,Unhealthy,58.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 09:00 AM,2021,06,12,09,61.8,154,Unhealthy,56.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 10:00 AM,2021,06,12,10,61.3,154,Unhealthy,60.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 11:00 AM,2021,06,12,11,60.4,154,Unhealthy,59.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 12:00 PM,2021,06,12,12,57.2,152,Unhealthy,53.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 01:00 PM,2021,06,12,13,58.4,152,Unhealthy,59.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 02:00 PM,2021,06,12,14,57.1,152,Unhealthy,55.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 03:00 PM,2021,06,12,15,55.4,150,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 04:00 PM,2021,06,12,16,53.6,146,Unhealthy for Sensitive Groups,51.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 05:00 PM,2021,06,12,17,52.7,143,Unhealthy for Sensitive Groups,48.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 06:00 PM,2021,06,12,18,53.1,144,Unhealthy for Sensitive Groups,50.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 07:00 PM,2021,06,12,19,52.7,143,Unhealthy for Sensitive Groups,51.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 08:00 PM,2021,06,12,20,52.0,142,Unhealthy for Sensitive Groups,49.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 09:00 PM,2021,06,12,21,51.9,141,Unhealthy for Sensitive Groups,52.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 10:00 PM,2021,06,12,22,51.9,141,Unhealthy for Sensitive Groups,52.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-12 11:00 PM,2021,06,12,23,53.7,146,Unhealthy for Sensitive Groups,60.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 12:00 AM,2021,06,13,00,55.8,151,Unhealthy,62.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 01:00 AM,2021,06,13,01,60.3,153,Unhealthy,68.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 02:00 AM,2021,06,13,02,59.7,153,Unhealthy,58.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 03:00 AM,2021,06,13,03,60.1,153,Unhealthy,60.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 04:00 AM,2021,06,13,04,60.4,154,Unhealthy,60.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 05:00 AM,2021,06,13,05,60.2,153,Unhealthy,59.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 06:00 AM,2021,06,13,06,60.9,154,Unhealthy,62.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 07:00 AM,2021,06,13,07,61.5,154,Unhealthy,63.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 08:00 AM,2021,06,13,08,63.4,155,Unhealthy,68.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 09:00 AM,2021,06,13,09,65.1,156,Unhealthy,69.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 10:00 AM,2021,06,13,10,62.6,155,Unhealthy,54.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 11:00 AM,2021,06,13,11,59.3,153,Unhealthy,50.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 12:00 PM,2021,06,13,12,57.4,152,Unhealthy,52.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 01:00 PM,2021,06,13,13,54.7,148,Unhealthy for Sensitive Groups,49.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 02:00 PM,2021,06,13,14,53.8,146,Unhealthy for Sensitive Groups,51.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 03:00 PM,2021,06,13,15,53.7,146,Unhealthy for Sensitive Groups,53.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 04:00 PM,2021,06,13,16,52.8,144,Unhealthy for Sensitive Groups,50.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 05:00 PM,2021,06,13,17,52.2,142,Unhealthy for Sensitive Groups,50.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 06:00 PM,2021,06,13,18,51.8,141,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 07:00 PM,2021,06,13,19,51.4,140,Unhealthy for Sensitive Groups,50.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 08:00 PM,2021,06,13,20,50.4,138,Unhealthy for Sensitive Groups,48.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 09:00 PM,2021,06,13,21,50.8,139,Unhealthy for Sensitive Groups,49.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 10:00 PM,2021,06,13,22,51.1,139,Unhealthy for Sensitive Groups,53.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-13 11:00 PM,2021,06,13,23,51.5,140,Unhealthy for Sensitive Groups,54.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 12:00 AM,2021,06,14,00,51.0,139,Unhealthy for Sensitive Groups,48.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 01:00 AM,2021,06,14,01,51.1,139,Unhealthy for Sensitive Groups,51.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 02:00 AM,2021,06,14,02,50.9,139,Unhealthy for Sensitive Groups,49.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 03:00 AM,2021,06,14,03,50.8,139,Unhealthy for Sensitive Groups,51.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 04:00 AM,2021,06,14,04,50.8,139,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 05:00 AM,2021,06,14,05,50.6,138,Unhealthy for Sensitive Groups,49.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 06:00 AM,2021,06,14,06,50.3,137,Unhealthy for Sensitive Groups,48.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 07:00 AM,2021,06,14,07,50.4,138,Unhealthy for Sensitive Groups,51.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 08:00 AM,2021,06,14,08,50.7,138,Unhealthy for Sensitive Groups,51.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 09:00 AM,2021,06,14,09,50.8,139,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-14 10:00 AM,2021,06,14,10,50.6,138,Unhealthy for Sensitive Groups,-999.0,UG/M3,1 Hr,Missing
Lagos,PM2.5 - Principal,2021-06-15 12:00 PM,2021,06,15,12,-999.0,-999,N/A,58.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 01:00 PM,2021,06,15,13,56.2,151,Unhealthy,53.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 02:00 PM,2021,06,15,14,56.7,152,Unhealthy,57.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 03:00 PM,2021,06,15,15,54.9,149,Unhealthy for Sensitive Groups,50.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 04:00 PM,2021,06,15,16,54.8,149,Unhealthy for Sensitive Groups,54.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 05:00 PM,2021,06,15,17,55.4,150,Unhealthy for Sensitive Groups,57.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 06:00 PM,2021,06,15,18,55.1,149,Unhealthy for Sensitive Groups,53.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 07:00 PM,2021,06,15,19,53.9,146,Unhealthy for Sensitive Groups,49.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 08:00 PM,2021,06,15,20,54.7,148,Unhealthy for Sensitive Groups,57.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 09:00 PM,2021,06,15,21,54.9,149,Unhealthy for Sensitive Groups,55.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 10:00 PM,2021,06,15,22,55.5,151,Unhealthy,58.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-15 11:00 PM,2021,06,15,23,55.5,151,Unhealthy,55.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 12:00 AM,2021,06,16,00,55.6,151,Unhealthy,56.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 01:00 AM,2021,06,16,01,54.7,148,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 02:00 AM,2021,06,16,02,55.0,149,Unhealthy for Sensitive Groups,56.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 03:00 AM,2021,06,16,03,56.6,152,Unhealthy,62.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 04:00 AM,2021,06,16,04,58.0,152,Unhealthy,62.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 05:00 AM,2021,06,16,05,57.1,152,Unhealthy,54.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 06:00 AM,2021,06,16,06,56.9,152,Unhealthy,55.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 07:00 AM,2021,06,16,07,56.0,151,Unhealthy,52.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 08:00 AM,2021,06,16,08,55.1,149,Unhealthy for Sensitive Groups,52.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 09:00 AM,2021,06,16,09,60.8,154,Unhealthy,74.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 10:00 AM,2021,06,16,10,61.3,154,Unhealthy,62.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 11:00 AM,2021,06,16,11,59.3,153,Unhealthy,55.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 12:00 PM,2021,06,16,12,59.2,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 01:00 PM,2021,06,16,13,57.7,152,Unhealthy,54.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 02:00 PM,2021,06,16,14,57.7,152,Unhealthy,57.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 03:00 PM,2021,06,16,15,54.3,147,Unhealthy for Sensitive Groups,48.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 04:00 PM,2021,06,16,16,55.3,150,Unhealthy for Sensitive Groups,57.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 05:00 PM,2021,06,16,17,56.2,151,Unhealthy,57.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 06:00 PM,2021,06,16,18,56.9,152,Unhealthy,58.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 07:00 PM,2021,06,16,19,54.7,148,Unhealthy for Sensitive Groups,50.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 08:00 PM,2021,06,16,20,56.4,151,Unhealthy,59.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 09:00 PM,2021,06,16,21,56.7,152,Unhealthy,58.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 10:00 PM,2021,06,16,22,56.5,152,Unhealthy,56.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-16 11:00 PM,2021,06,16,23,56.7,152,Unhealthy,57.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-17 12:00 AM,2021,06,17,00,56.9,152,Unhealthy,57.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-17 01:00 AM,2021,06,17,01,56.6,152,Unhealthy,55.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-17 02:00 AM,2021,06,17,02,55.5,151,Unhealthy,51.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-17 03:00 AM,2021,06,17,03,55.8,151,Unhealthy,56.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-06-17 04:00 AM,2021,06,17,04,56.2,151,Unhealthy,58.0,UG/M3,1 Hr,Valid
